Loaded Arguments:
config_file             : config.ini
experiment              : pcam_bnn_1
task                    : bnn
seed                    : 1111
verbose                 : True
log_dir                 : Logs
log_interval            : 10
tensorboard_dir         : Tensorboard
dataset                 : pcam
dataset_dir             : ../../Datasets/pcam
val_split               : 0.2
test_split              : 0.2
image_x                 : 96
image_y                 : 96
square_image            : True
augmentation            : True
data_workers            : 4
use_gpu                 : True
precision               : 16
efficient_net           : 7
model_dir               : Models
epochs                  : 20
batch_size              : 64
minimum_lr              : 1e-05
maximum_lr              : 0.1
label_smoothing         : 0.0
focal_loss              : False
focal_alpha             : 0.25
focal_gamma             : 2.0
training_samples        : 10
batches_per_epoch       : 0


Set Random Seed to 1111
Device set to cuda:0

Loader Datasets

Model Initialised
Time: 074823s	Train Epoch: 12 [082560/235930] (35%)	Loss: 213.853159	Cross Entropy: 0.0503	ELBO: 213.8028	Accuracy: 0.983055
Time: 074839s	Train Epoch: 12 [083200/235930] (35%)	Loss: 212.208492	Cross Entropy: 0.0503	ELBO: 212.1582	Accuracy: 0.983089
Time: 074855s	Train Epoch: 12 [083840/235930] (36%)	Loss: 210.588876	Cross Entropy: 0.0502	ELBO: 210.5387	Accuracy: 0.983135
Time: 074871s	Train Epoch: 12 [084480/235930] (36%)	Loss: 208.993759	Cross Entropy: 0.0501	ELBO: 208.9437	Accuracy: 0.983191
Time: 074886s	Train Epoch: 12 [085120/235930] (36%)	Loss: 207.422680	Cross Entropy: 0.0500	ELBO: 207.3727	Accuracy: 0.983247
Time: 074902s	Train Epoch: 12 [085760/235930] (36%)	Loss: 205.875164	Cross Entropy: 0.0500	ELBO: 205.8251	Accuracy: 0.983186
Time: 074918s	Train Epoch: 12 [086400/235930] (37%)	Loss: 204.350551	Cross Entropy: 0.0501	ELBO: 204.3005	Accuracy: 0.983218
Time: 074934s	Train Epoch: 12 [087040/235930] (37%)	Loss: 202.848267	Cross Entropy: 0.0500	ELBO: 202.7983	Accuracy: 0.983238
Time: 074950s	Train Epoch: 12 [087680/235930] (37%)	Loss: 201.367888	Cross Entropy: 0.0499	ELBO: 201.3180	Accuracy: 0.983257
Time: 074965s	Train Epoch: 12 [088320/235930] (37%)	Loss: 199.909122	Cross Entropy: 0.0499	ELBO: 199.8592	Accuracy: 0.983265
Time: 074981s	Train Epoch: 12 [088960/235930] (38%)	Loss: 198.471148	Cross Entropy: 0.0498	ELBO: 198.4213	Accuracy: 0.983285
Time: 074997s	Train Epoch: 12 [089600/235930] (38%)	Loss: 197.053794	Cross Entropy: 0.0497	ELBO: 197.0041	Accuracy: 0.983326
Time: 075013s	Train Epoch: 12 [090240/235930] (38%)	Loss: 195.656617	Cross Entropy: 0.0498	ELBO: 195.6069	Accuracy: 0.983311
Time: 075029s	Train Epoch: 12 [090880/235930] (39%)	Loss: 194.278990	Cross Entropy: 0.0496	ELBO: 194.2293	Accuracy: 0.983308
Time: 075045s	Train Epoch: 12 [091520/235930] (39%)	Loss: 192.920844	Cross Entropy: 0.0497	ELBO: 192.8711	Accuracy: 0.983326
Time: 075060s	Train Epoch: 12 [092160/235930] (39%)	Loss: 191.581425	Cross Entropy: 0.0497	ELBO: 191.5317	Accuracy: 0.983290
Time: 075076s	Train Epoch: 12 [092800/235930] (39%)	Loss: 190.260495	Cross Entropy: 0.0497	ELBO: 190.2108	Accuracy: 0.983254
Time: 075092s	Train Epoch: 12 [093440/235930] (40%)	Loss: 188.957708	Cross Entropy: 0.0497	ELBO: 188.9080	Accuracy: 0.983251
Time: 075108s	Train Epoch: 12 [094080/235930] (40%)	Loss: 187.672636	Cross Entropy: 0.0497	ELBO: 187.6229	Accuracy: 0.983248
Time: 075124s	Train Epoch: 12 [094720/235930] (40%)	Loss: 186.404979	Cross Entropy: 0.0498	ELBO: 186.3552	Accuracy: 0.983256
Time: 075140s	Train Epoch: 12 [095360/235930] (40%)	Loss: 185.154368	Cross Entropy: 0.0499	ELBO: 185.1045	Accuracy: 0.983242
Time: 075155s	Train Epoch: 12 [096000/235930] (41%)	Loss: 183.920275	Cross Entropy: 0.0498	ELBO: 183.8704	Accuracy: 0.983229
Time: 075171s	Train Epoch: 12 [096640/235930] (41%)	Loss: 182.702613	Cross Entropy: 0.0499	ELBO: 182.6528	Accuracy: 0.983185
Time: 075187s	Train Epoch: 12 [097280/235930] (41%)	Loss: 181.500873	Cross Entropy: 0.0498	ELBO: 181.4511	Accuracy: 0.983224
Time: 075203s	Train Epoch: 12 [097920/235930] (42%)	Loss: 180.315050	Cross Entropy: 0.0499	ELBO: 180.2651	Accuracy: 0.983201
Time: 075219s	Train Epoch: 12 [098560/235930] (42%)	Loss: 179.144447	Cross Entropy: 0.0499	ELBO: 179.0946	Accuracy: 0.983218
Time: 075235s	Train Epoch: 12 [099200/235930] (42%)	Loss: 177.988984	Cross Entropy: 0.0498	ELBO: 177.9391	Accuracy: 0.983236
Time: 075251s	Train Epoch: 12 [099840/235930] (42%)	Loss: 176.848249	Cross Entropy: 0.0497	ELBO: 176.7985	Accuracy: 0.983253
Time: 075267s	Train Epoch: 12 [100480/235930] (43%)	Loss: 175.722110	Cross Entropy: 0.0497	ELBO: 175.6724	Accuracy: 0.983280
Time: 075282s	Train Epoch: 12 [101120/235930] (43%)	Loss: 174.610331	Cross Entropy: 0.0498	ELBO: 174.5606	Accuracy: 0.983267
Time: 075298s	Train Epoch: 12 [101760/235930] (43%)	Loss: 173.512522	Cross Entropy: 0.0498	ELBO: 173.4627	Accuracy: 0.983255
Time: 075314s	Train Epoch: 12 [102400/235930] (43%)	Loss: 172.428362	Cross Entropy: 0.0498	ELBO: 172.3785	Accuracy: 0.983291
Time: 075330s	Train Epoch: 12 [103040/235930] (44%)	Loss: 171.357687	Cross Entropy: 0.0498	ELBO: 171.3079	Accuracy: 0.983307
Time: 075346s	Train Epoch: 12 [103680/235930] (44%)	Loss: 170.300151	Cross Entropy: 0.0497	ELBO: 170.2504	Accuracy: 0.983333
Time: 075362s	Train Epoch: 12 [104320/235930] (44%)	Loss: 169.255687	Cross Entropy: 0.0498	ELBO: 169.2059	Accuracy: 0.983349
Time: 075378s	Train Epoch: 12 [104960/235930] (44%)	Loss: 168.223846	Cross Entropy: 0.0497	ELBO: 168.1742	Accuracy: 0.983384
Time: 075393s	Train Epoch: 12 [105600/235930] (45%)	Loss: 167.204648	Cross Entropy: 0.0497	ELBO: 167.1550	Accuracy: 0.983343
Time: 075409s	Train Epoch: 12 [106240/235930] (45%)	Loss: 166.197710	Cross Entropy: 0.0497	ELBO: 166.1480	Accuracy: 0.983330
Time: 075425s	Train Epoch: 12 [106880/235930] (45%)	Loss: 165.202953	Cross Entropy: 0.0499	ELBO: 165.1531	Accuracy: 0.983280
Time: 075441s	Train Epoch: 12 [107520/235930] (46%)	Loss: 164.219837	Cross Entropy: 0.0498	ELBO: 164.1700	Accuracy: 0.983296
Time: 075457s	Train Epoch: 12 [108160/235930] (46%)	Loss: 163.248277	Cross Entropy: 0.0497	ELBO: 163.1986	Accuracy: 0.983376
Time: 075473s	Train Epoch: 12 [108800/235930] (46%)	Loss: 162.288211	Cross Entropy: 0.0496	ELBO: 162.2386	Accuracy: 0.983392
Time: 075489s	Train Epoch: 12 [109440/235930] (46%)	Loss: 161.339467	Cross Entropy: 0.0496	ELBO: 161.2899	Accuracy: 0.983379
Time: 075504s	Train Epoch: 12 [110080/235930] (47%)	Loss: 160.401862	Cross Entropy: 0.0497	ELBO: 160.3521	Accuracy: 0.983330
Time: 075520s	Train Epoch: 12 [110720/235930] (47%)	Loss: 159.474908	Cross Entropy: 0.0497	ELBO: 159.4252	Accuracy: 0.983327
Time: 075536s	Train Epoch: 12 [111360/235930] (47%)	Loss: 158.558692	Cross Entropy: 0.0497	ELBO: 158.5090	Accuracy: 0.983279
Time: 075552s	Train Epoch: 12 [112000/235930] (47%)	Loss: 157.653058	Cross Entropy: 0.0498	ELBO: 157.6032	Accuracy: 0.983223
Time: 075568s	Train Epoch: 12 [112640/235930] (48%)	Loss: 156.757790	Cross Entropy: 0.0500	ELBO: 156.7078	Accuracy: 0.983168
Time: 075584s	Train Epoch: 12 [113280/235930] (48%)	Loss: 155.872460	Cross Entropy: 0.0500	ELBO: 155.8224	Accuracy: 0.983166
Time: 075599s	Train Epoch: 12 [113920/235930] (48%)	Loss: 154.997109	Cross Entropy: 0.0501	ELBO: 154.9470	Accuracy: 0.983164
Time: 075615s	Train Epoch: 12 [114560/235930] (49%)	Loss: 154.131430	Cross Entropy: 0.0501	ELBO: 154.0814	Accuracy: 0.983179
Time: 075631s	Train Epoch: 12 [115200/235930] (49%)	Loss: 153.275476	Cross Entropy: 0.0501	ELBO: 153.2254	Accuracy: 0.983168
Time: 075647s	Train Epoch: 12 [115840/235930] (49%)	Loss: 152.428797	Cross Entropy: 0.0500	ELBO: 152.3788	Accuracy: 0.983218
Time: 075663s	Train Epoch: 12 [116480/235930] (49%)	Loss: 151.591484	Cross Entropy: 0.0499	ELBO: 151.5416	Accuracy: 0.983233
Time: 075679s	Train Epoch: 12 [117120/235930] (50%)	Loss: 150.763450	Cross Entropy: 0.0500	ELBO: 150.7135	Accuracy: 0.983222
Time: 075694s	Train Epoch: 12 [117760/235930] (50%)	Loss: 149.944289	Cross Entropy: 0.0499	ELBO: 149.8944	Accuracy: 0.983220
Time: 075710s	Train Epoch: 12 [118400/235930] (50%)	Loss: 149.134080	Cross Entropy: 0.0499	ELBO: 149.0841	Accuracy: 0.983184
Time: 075726s	Train Epoch: 12 [119040/235930] (50%)	Loss: 148.332577	Cross Entropy: 0.0500	ELBO: 148.2826	Accuracy: 0.983191
Time: 075742s	Train Epoch: 12 [119680/235930] (51%)	Loss: 147.539543	Cross Entropy: 0.0499	ELBO: 147.4897	Accuracy: 0.983197
Time: 075758s	Train Epoch: 12 [120320/235930] (51%)	Loss: 146.754993	Cross Entropy: 0.0498	ELBO: 146.7051	Accuracy: 0.983187
Time: 075774s	Train Epoch: 12 [120960/235930] (51%)	Loss: 145.978820	Cross Entropy: 0.0499	ELBO: 145.9289	Accuracy: 0.983151
Time: 075790s	Train Epoch: 12 [121600/235930] (52%)	Loss: 145.210717	Cross Entropy: 0.0498	ELBO: 145.1609	Accuracy: 0.983133
Time: 075806s	Train Epoch: 12 [122240/235930] (52%)	Loss: 144.450673	Cross Entropy: 0.0498	ELBO: 144.4009	Accuracy: 0.983156
Time: 075822s	Train Epoch: 12 [122880/235930] (52%)	Loss: 143.698592	Cross Entropy: 0.0498	ELBO: 143.6488	Accuracy: 0.983187
Time: 075837s	Train Epoch: 12 [123520/235930] (52%)	Loss: 142.954253	Cross Entropy: 0.0498	ELBO: 142.9045	Accuracy: 0.983193
Time: 075853s	Train Epoch: 12 [124160/235930] (53%)	Loss: 142.217563	Cross Entropy: 0.0497	ELBO: 142.1679	Accuracy: 0.983215
Time: 075869s	Train Epoch: 12 [124800/235930] (53%)	Loss: 141.488466	Cross Entropy: 0.0497	ELBO: 141.4388	Accuracy: 0.983213
Time: 075885s	Train Epoch: 12 [125440/235930] (53%)	Loss: 140.766820	Cross Entropy: 0.0496	ELBO: 140.7172	Accuracy: 0.983227
Time: 075901s	Train Epoch: 12 [126080/235930] (53%)	Loss: 140.052571	Cross Entropy: 0.0497	ELBO: 140.0029	Accuracy: 0.983233
Time: 075917s	Train Epoch: 12 [126720/235930] (54%)	Loss: 139.345407	Cross Entropy: 0.0496	ELBO: 139.2958	Accuracy: 0.983247
Time: 075932s	Train Epoch: 12 [127360/235930] (54%)	Loss: 138.645411	Cross Entropy: 0.0496	ELBO: 138.5958	Accuracy: 0.983252
Time: 075948s	Train Epoch: 12 [128000/235930] (54%)	Loss: 137.952517	Cross Entropy: 0.0497	ELBO: 137.9028	Accuracy: 0.983195
Time: 075964s	Train Epoch: 12 [128640/235930] (55%)	Loss: 137.266438	Cross Entropy: 0.0497	ELBO: 137.2168	Accuracy: 0.983193
Time: 075980s	Train Epoch: 12 [129280/235930] (55%)	Loss: 136.587123	Cross Entropy: 0.0497	ELBO: 136.5375	Accuracy: 0.983215
Time: 075996s	Train Epoch: 12 [129920/235930] (55%)	Loss: 135.914588	Cross Entropy: 0.0497	ELBO: 135.8649	Accuracy: 0.983174
Time: 076012s	Train Epoch: 12 [130560/235930] (55%)	Loss: 135.248554	Cross Entropy: 0.0497	ELBO: 135.1989	Accuracy: 0.983180
Time: 076028s	Train Epoch: 12 [131200/235930] (56%)	Loss: 134.589100	Cross Entropy: 0.0497	ELBO: 134.5394	Accuracy: 0.983148
Time: 076043s	Train Epoch: 12 [131840/235930] (56%)	Loss: 133.936094	Cross Entropy: 0.0498	ELBO: 133.8862	Accuracy: 0.983108
Time: 076059s	Train Epoch: 12 [132480/235930] (56%)	Loss: 133.289365	Cross Entropy: 0.0499	ELBO: 133.2395	Accuracy: 0.983084
Time: 076075s	Train Epoch: 12 [133120/235930] (56%)	Loss: 132.648854	Cross Entropy: 0.0500	ELBO: 132.5989	Accuracy: 0.983075
Time: 076091s	Train Epoch: 12 [133760/235930] (57%)	Loss: 132.014469	Cross Entropy: 0.0500	ELBO: 131.9644	Accuracy: 0.983089
Time: 076107s	Train Epoch: 12 [134400/235930] (57%)	Loss: 131.386097	Cross Entropy: 0.0501	ELBO: 131.3360	Accuracy: 0.983065
Time: 076123s	Train Epoch: 12 [135040/235930] (57%)	Loss: 130.763612	Cross Entropy: 0.0500	ELBO: 130.7136	Accuracy: 0.983072
Time: 076138s	Train Epoch: 12 [135680/235930] (58%)	Loss: 130.147036	Cross Entropy: 0.0500	ELBO: 130.0970	Accuracy: 0.983078
Time: 076154s	Train Epoch: 12 [136320/235930] (58%)	Loss: 129.536218	Cross Entropy: 0.0500	ELBO: 129.4862	Accuracy: 0.983106
Time: 076170s	Train Epoch: 12 [136960/235930] (58%)	Loss: 128.931100	Cross Entropy: 0.0499	ELBO: 128.8812	Accuracy: 0.983105
Time: 076186s	Train Epoch: 12 [137600/235930] (58%)	Loss: 128.331694	Cross Entropy: 0.0500	ELBO: 128.2817	Accuracy: 0.983089
Time: 076202s	Train Epoch: 12 [138240/235930] (59%)	Loss: 127.737704	Cross Entropy: 0.0499	ELBO: 127.6878	Accuracy: 0.983116
Time: 076218s	Train Epoch: 12 [138880/235930] (59%)	Loss: 127.149327	Cross Entropy: 0.0499	ELBO: 127.0994	Accuracy: 0.983065
Time: 076234s	Train Epoch: 12 [139520/235930] (59%)	Loss: 126.566360	Cross Entropy: 0.0500	ELBO: 126.5164	Accuracy: 0.983056
Time: 076250s	Train Epoch: 12 [140160/235930] (59%)	Loss: 125.988643	Cross Entropy: 0.0500	ELBO: 125.9387	Accuracy: 0.983069
Time: 076265s	Train Epoch: 12 [140800/235930] (60%)	Loss: 125.416193	Cross Entropy: 0.0500	ELBO: 125.3662	Accuracy: 0.983082
Time: 076281s	Train Epoch: 12 [141440/235930] (60%)	Loss: 124.848903	Cross Entropy: 0.0500	ELBO: 124.7989	Accuracy: 0.983095
Time: 076297s	Train Epoch: 12 [142080/235930] (60%)	Loss: 124.286632	Cross Entropy: 0.0498	ELBO: 124.2368	Accuracy: 0.983136
Time: 076313s	Train Epoch: 12 [142720/235930] (60%)	Loss: 123.729554	Cross Entropy: 0.0499	ELBO: 123.6797	Accuracy: 0.983107
Time: 076329s	Train Epoch: 12 [143360/235930] (61%)	Loss: 123.177441	Cross Entropy: 0.0499	ELBO: 123.1275	Accuracy: 0.983119
Time: 076345s	Train Epoch: 12 [144000/235930] (61%)	Loss: 122.630157	Cross Entropy: 0.0499	ELBO: 122.5803	Accuracy: 0.983118
Time: 076361s	Train Epoch: 12 [144640/235930] (61%)	Loss: 122.087715	Cross Entropy: 0.0498	ELBO: 122.0379	Accuracy: 0.983137
Time: 076377s	Train Epoch: 12 [145280/235930] (62%)	Loss: 121.550095	Cross Entropy: 0.0498	ELBO: 121.5003	Accuracy: 0.983136
Time: 076393s	Train Epoch: 12 [145920/235930] (62%)	Loss: 121.017109	Cross Entropy: 0.0497	ELBO: 120.9674	Accuracy: 0.983162
Time: 076409s	Train Epoch: 12 [146560/235930] (62%)	Loss: 120.488864	Cross Entropy: 0.0497	ELBO: 120.4392	Accuracy: 0.983154
Time: 076425s	Train Epoch: 12 [147200/235930] (62%)	Loss: 119.965235	Cross Entropy: 0.0497	ELBO: 119.9155	Accuracy: 0.983159
Time: 076440s	Train Epoch: 12 [147840/235930] (63%)	Loss: 119.446130	Cross Entropy: 0.0497	ELBO: 119.3964	Accuracy: 0.983151
Time: 076456s	Train Epoch: 12 [148480/235930] (63%)	Loss: 118.931463	Cross Entropy: 0.0497	ELBO: 118.8818	Accuracy: 0.983156
Time: 076472s	Train Epoch: 12 [149120/235930] (63%)	Loss: 118.421319	Cross Entropy: 0.0498	ELBO: 118.3715	Accuracy: 0.983101
Time: 076488s	Train Epoch: 12 [149760/235930] (63%)	Loss: 117.915347	Cross Entropy: 0.0497	ELBO: 117.8657	Accuracy: 0.983140
Time: 076504s	Train Epoch: 12 [150400/235930] (64%)	Loss: 117.413748	Cross Entropy: 0.0496	ELBO: 117.3641	Accuracy: 0.983165
Time: 076520s	Train Epoch: 12 [151040/235930] (64%)	Loss: 116.916489	Cross Entropy: 0.0497	ELBO: 116.8668	Accuracy: 0.983144
Time: 076535s	Train Epoch: 12 [151680/235930] (64%)	Loss: 116.423275	Cross Entropy: 0.0496	ELBO: 116.3737	Accuracy: 0.983182
Time: 076551s	Train Epoch: 12 [152320/235930] (65%)	Loss: 115.934332	Cross Entropy: 0.0496	ELBO: 115.8847	Accuracy: 0.983167
Time: 076567s	Train Epoch: 12 [152960/235930] (65%)	Loss: 115.449454	Cross Entropy: 0.0496	ELBO: 115.3999	Accuracy: 0.983159
Time: 076583s	Train Epoch: 12 [153600/235930] (65%)	Loss: 114.968566	Cross Entropy: 0.0495	ELBO: 114.9190	Accuracy: 0.983190
Time: 076599s	Train Epoch: 12 [154240/235930] (65%)	Loss: 114.491767	Cross Entropy: 0.0496	ELBO: 114.4422	Accuracy: 0.983182
Time: 076615s	Train Epoch: 12 [154880/235930] (66%)	Loss: 114.018907	Cross Entropy: 0.0496	ELBO: 113.9693	Accuracy: 0.983181
Time: 076631s	Train Epoch: 12 [155520/235930] (66%)	Loss: 113.549853	Cross Entropy: 0.0496	ELBO: 113.5003	Accuracy: 0.983192
Time: 076646s	Train Epoch: 12 [156160/235930] (66%)	Loss: 113.084660	Cross Entropy: 0.0495	ELBO: 113.0351	Accuracy: 0.983197
Time: 076662s	Train Epoch: 12 [156800/235930] (66%)	Loss: 112.623375	Cross Entropy: 0.0496	ELBO: 112.5737	Accuracy: 0.983182
Time: 076678s	Train Epoch: 12 [157440/235930] (67%)	Loss: 112.165745	Cross Entropy: 0.0496	ELBO: 112.1161	Accuracy: 0.983194
Time: 076694s	Train Epoch: 12 [158080/235930] (67%)	Loss: 111.711850	Cross Entropy: 0.0496	ELBO: 111.6622	Accuracy: 0.983205
Time: 076710s	Train Epoch: 12 [158720/235930] (67%)	Loss: 111.261652	Cross Entropy: 0.0497	ELBO: 111.2120	Accuracy: 0.983197
Time: 076726s	Train Epoch: 12 [159360/235930] (68%)	Loss: 110.814999	Cross Entropy: 0.0497	ELBO: 110.7653	Accuracy: 0.983220
Time: 076742s	Train Epoch: 12 [160000/235930] (68%)	Loss: 110.371973	Cross Entropy: 0.0497	ELBO: 110.3223	Accuracy: 0.983206
Time: 076758s	Train Epoch: 12 [160640/235930] (68%)	Loss: 109.932467	Cross Entropy: 0.0497	ELBO: 109.8827	Accuracy: 0.983198
Time: 076773s	Train Epoch: 12 [161280/235930] (68%)	Loss: 109.496373	Cross Entropy: 0.0497	ELBO: 109.4467	Accuracy: 0.983216
Time: 076789s	Train Epoch: 12 [161920/235930] (69%)	Loss: 109.063702	Cross Entropy: 0.0496	ELBO: 109.0141	Accuracy: 0.983232
Time: 076805s	Train Epoch: 12 [162560/235930] (69%)	Loss: 108.634465	Cross Entropy: 0.0496	ELBO: 108.5849	Accuracy: 0.983243
Time: 076821s	Train Epoch: 12 [163200/235930] (69%)	Loss: 108.208616	Cross Entropy: 0.0495	ELBO: 108.1591	Accuracy: 0.983241
Time: 076837s	Train Epoch: 12 [163840/235930] (69%)	Loss: 107.786128	Cross Entropy: 0.0495	ELBO: 107.7366	Accuracy: 0.983240
Time: 076853s	Train Epoch: 12 [164480/235930] (70%)	Loss: 107.366921	Cross Entropy: 0.0495	ELBO: 107.3174	Accuracy: 0.983250
Time: 076869s	Train Epoch: 12 [165120/235930] (70%)	Loss: 106.950886	Cross Entropy: 0.0495	ELBO: 106.9014	Accuracy: 0.983285
Time: 076885s	Train Epoch: 12 [165760/235930] (70%)	Loss: 106.538098	Cross Entropy: 0.0494	ELBO: 106.4887	Accuracy: 0.983283
Time: 076900s	Train Epoch: 12 [166400/235930] (71%)	Loss: 106.128542	Cross Entropy: 0.0494	ELBO: 106.0791	Accuracy: 0.983299
Time: 076916s	Train Epoch: 12 [167040/235930] (71%)	Loss: 105.722071	Cross Entropy: 0.0494	ELBO: 105.6727	Accuracy: 0.983321
Time: 076932s	Train Epoch: 12 [167680/235930] (71%)	Loss: 105.318791	Cross Entropy: 0.0495	ELBO: 105.2693	Accuracy: 0.983296
Time: 076948s	Train Epoch: 12 [168320/235930] (71%)	Loss: 104.918559	Cross Entropy: 0.0495	ELBO: 104.8691	Accuracy: 0.983282
Time: 076964s	Train Epoch: 12 [168960/235930] (72%)	Loss: 104.521421	Cross Entropy: 0.0496	ELBO: 104.4718	Accuracy: 0.983233
Time: 076980s	Train Epoch: 12 [169600/235930] (72%)	Loss: 104.127184	Cross Entropy: 0.0496	ELBO: 104.0776	Accuracy: 0.983237
Time: 076995s	Train Epoch: 12 [170240/235930] (72%)	Loss: 103.735885	Cross Entropy: 0.0495	ELBO: 103.6863	Accuracy: 0.983247
Time: 077011s	Train Epoch: 12 [170880/235930] (72%)	Loss: 103.347450	Cross Entropy: 0.0494	ELBO: 103.2980	Accuracy: 0.983275
Time: 077027s	Train Epoch: 12 [171520/235930] (73%)	Loss: 102.962042	Cross Entropy: 0.0495	ELBO: 102.9126	Accuracy: 0.983261
Time: 077043s	Train Epoch: 12 [172160/235930] (73%)	Loss: 102.579528	Cross Entropy: 0.0495	ELBO: 102.5300	Accuracy: 0.983219
Time: 077059s	Train Epoch: 12 [172800/235930] (73%)	Loss: 102.199801	Cross Entropy: 0.0496	ELBO: 102.1502	Accuracy: 0.983194
Time: 077075s	Train Epoch: 12 [173440/235930] (74%)	Loss: 101.823020	Cross Entropy: 0.0497	ELBO: 101.7733	Accuracy: 0.983164
Time: 077091s	Train Epoch: 12 [174080/235930] (74%)	Loss: 101.448908	Cross Entropy: 0.0498	ELBO: 101.3991	Accuracy: 0.983163
Time: 077107s	Train Epoch: 12 [174720/235930] (74%)	Loss: 101.077493	Cross Entropy: 0.0498	ELBO: 101.0277	Accuracy: 0.983150
Time: 077123s	Train Epoch: 12 [175360/235930] (74%)	Loss: 100.708765	Cross Entropy: 0.0498	ELBO: 100.6590	Accuracy: 0.983160
Time: 077139s	Train Epoch: 12 [176000/235930] (75%)	Loss: 100.342811	Cross Entropy: 0.0498	ELBO: 100.2930	Accuracy: 0.983136
Time: 077155s	Train Epoch: 12 [176640/235930] (75%)	Loss: 99.979406	Cross Entropy: 0.0498	ELBO: 99.9296	Accuracy: 0.983147
Time: 077170s	Train Epoch: 12 [177280/235930] (75%)	Loss: 99.618627	Cross Entropy: 0.0498	ELBO: 99.5688	Accuracy: 0.983157
Time: 077186s	Train Epoch: 12 [177920/235930] (75%)	Loss: 99.260528	Cross Entropy: 0.0499	ELBO: 99.2107	Accuracy: 0.983150
Time: 077202s	Train Epoch: 12 [178560/235930] (76%)	Loss: 98.904900	Cross Entropy: 0.0498	ELBO: 98.8551	Accuracy: 0.983154
Time: 077218s	Train Epoch: 12 [179200/235930] (76%)	Loss: 98.551799	Cross Entropy: 0.0498	ELBO: 98.5020	Accuracy: 0.983175
Time: 077234s	Train Epoch: 12 [179840/235930] (76%)	Loss: 98.201184	Cross Entropy: 0.0497	ELBO: 98.1515	Accuracy: 0.983191
Time: 077250s	Train Epoch: 12 [180480/235930] (76%)	Loss: 97.853148	Cross Entropy: 0.0497	ELBO: 97.8034	Accuracy: 0.983206
Time: 077266s	Train Epoch: 12 [181120/235930] (77%)	Loss: 97.507571	Cross Entropy: 0.0497	ELBO: 97.4578	Accuracy: 0.983221
Time: 077281s	Train Epoch: 12 [181760/235930] (77%)	Loss: 97.164378	Cross Entropy: 0.0497	ELBO: 97.1147	Accuracy: 0.983236
Time: 077297s	Train Epoch: 12 [182400/235930] (77%)	Loss: 96.823679	Cross Entropy: 0.0498	ELBO: 96.7739	Accuracy: 0.983240
Time: 077313s	Train Epoch: 12 [183040/235930] (78%)	Loss: 96.485301	Cross Entropy: 0.0498	ELBO: 96.4355	Accuracy: 0.983239
Time: 077329s	Train Epoch: 12 [183680/235930] (78%)	Loss: 96.149287	Cross Entropy: 0.0498	ELBO: 96.0995	Accuracy: 0.983243
Time: 077345s	Train Epoch: 12 [184320/235930] (78%)	Loss: 95.815542	Cross Entropy: 0.0497	ELBO: 95.7659	Accuracy: 0.983247
Time: 077361s	Train Epoch: 12 [184960/235930] (78%)	Loss: 95.484118	Cross Entropy: 0.0496	ELBO: 95.4345	Accuracy: 0.983261
Time: 077377s	Train Epoch: 12 [185600/235930] (79%)	Loss: 95.155011	Cross Entropy: 0.0496	ELBO: 95.1054	Accuracy: 0.983276
Time: 077392s	Train Epoch: 12 [186240/235930] (79%)	Loss: 94.828160	Cross Entropy: 0.0496	ELBO: 94.7786	Accuracy: 0.983274
Time: 077408s	Train Epoch: 12 [186880/235930] (79%)	Loss: 94.503613	Cross Entropy: 0.0496	ELBO: 94.4540	Accuracy: 0.983257
Time: 077424s	Train Epoch: 12 [187520/235930] (79%)	Loss: 94.181321	Cross Entropy: 0.0497	ELBO: 94.1316	Accuracy: 0.983239
Time: 077440s	Train Epoch: 12 [188160/235930] (80%)	Loss: 93.861222	Cross Entropy: 0.0498	ELBO: 93.8115	Accuracy: 0.983232
Time: 077456s	Train Epoch: 12 [188800/235930] (80%)	Loss: 93.543236	Cross Entropy: 0.0498	ELBO: 93.4934	Accuracy: 0.983231
Time: 077472s	Train Epoch: 12 [189440/235930] (80%)	Loss: 93.227375	Cross Entropy: 0.0498	ELBO: 93.1776	Accuracy: 0.983224
Time: 077488s	Train Epoch: 12 [190080/235930] (81%)	Loss: 92.913586	Cross Entropy: 0.0497	ELBO: 92.8639	Accuracy: 0.983239
Time: 077504s	Train Epoch: 12 [190720/235930] (81%)	Loss: 92.601970	Cross Entropy: 0.0497	ELBO: 92.5522	Accuracy: 0.983237
Time: 077520s	Train Epoch: 12 [191360/235930] (81%)	Loss: 92.292467	Cross Entropy: 0.0498	ELBO: 92.2427	Accuracy: 0.983220
Time: 077536s	Train Epoch: 12 [192000/235930] (81%)	Loss: 91.984928	Cross Entropy: 0.0497	ELBO: 91.9352	Accuracy: 0.983240
Time: 077552s	Train Epoch: 12 [192640/235930] (82%)	Loss: 91.679478	Cross Entropy: 0.0497	ELBO: 91.6298	Accuracy: 0.983233
Time: 077567s	Train Epoch: 12 [193280/235930] (82%)	Loss: 91.376060	Cross Entropy: 0.0497	ELBO: 91.3264	Accuracy: 0.983242
Time: 077583s	Train Epoch: 12 [193920/235930] (82%)	Loss: 91.074627	Cross Entropy: 0.0497	ELBO: 91.0250	Accuracy: 0.983251
Time: 077599s	Train Epoch: 12 [194560/235930] (82%)	Loss: 90.775251	Cross Entropy: 0.0497	ELBO: 90.7255	Accuracy: 0.983244
