Loaded Arguments:
config_file             : config.ini
experiment              : pcam_bnn_1
task                    : bnn
seed                    : 1111
verbose                 : True
log_dir                 : Logs
log_interval            : 10
tensorboard_dir         : Tensorboard
dataset                 : pcam
dataset_dir             : ../../Datasets/pcam
val_split               : 0.2
test_split              : 0.2
image_x                 : 96
image_y                 : 96
square_image            : True
augmentation            : True
data_workers            : 4
use_gpu                 : True
precision               : 16
efficient_net           : 7
model_dir               : Models
epochs                  : 20
batch_size              : 64
minimum_lr              : 1e-05
maximum_lr              : 0.1
label_smoothing         : 0.0
focal_loss              : False
focal_alpha             : 0.25
focal_gamma             : 2.0
training_samples        : 10
batches_per_epoch       : 0


Set Random Seed to 1111
Device set to cuda:0

Loader Datasets

Model Initialised
Time: 028559s	Train Epoch: 05 [080640/235930] (34%)	Loss: 219.117149	Cross Entropy: 0.0589	ELBO: 219.0583	Accuracy: 0.980320
Time: 028575s	Train Epoch: 05 [081280/235930] (34%)	Loss: 217.392258	Cross Entropy: 0.0589	ELBO: 217.3334	Accuracy: 0.980352
Time: 028591s	Train Epoch: 05 [081920/235930] (35%)	Loss: 215.694226	Cross Entropy: 0.0587	ELBO: 215.6355	Accuracy: 0.980396
Time: 028606s	Train Epoch: 05 [082560/235930] (35%)	Loss: 214.022578	Cross Entropy: 0.0587	ELBO: 213.9639	Accuracy: 0.980426
Time: 028622s	Train Epoch: 05 [083200/235930] (35%)	Loss: 212.376610	Cross Entropy: 0.0586	ELBO: 212.3180	Accuracy: 0.980493
Time: 028638s	Train Epoch: 05 [083840/235930] (36%)	Loss: 210.756102	Cross Entropy: 0.0588	ELBO: 210.6973	Accuracy: 0.980403
Time: 028654s	Train Epoch: 05 [084480/235930] (36%)	Loss: 209.159968	Cross Entropy: 0.0589	ELBO: 209.1011	Accuracy: 0.980410
Time: 028670s	Train Epoch: 05 [085120/235930] (36%)	Loss: 207.587748	Cross Entropy: 0.0589	ELBO: 207.5289	Accuracy: 0.980357
Time: 028686s	Train Epoch: 05 [085760/235930] (36%)	Loss: 206.039066	Cross Entropy: 0.0589	ELBO: 205.9802	Accuracy: 0.980364
Time: 028702s	Train Epoch: 05 [086400/235930] (37%)	Loss: 204.513152	Cross Entropy: 0.0588	ELBO: 204.4544	Accuracy: 0.980382
Time: 028717s	Train Epoch: 05 [087040/235930] (37%)	Loss: 203.009861	Cross Entropy: 0.0588	ELBO: 202.9510	Accuracy: 0.980365
Time: 028733s	Train Epoch: 05 [087680/235930] (37%)	Loss: 201.528592	Cross Entropy: 0.0589	ELBO: 201.4696	Accuracy: 0.980338
Time: 028749s	Train Epoch: 05 [088320/235930] (37%)	Loss: 200.068753	Cross Entropy: 0.0590	ELBO: 200.0097	Accuracy: 0.980299
Time: 028765s	Train Epoch: 05 [088960/235930] (38%)	Loss: 198.629767	Cross Entropy: 0.0590	ELBO: 198.5708	Accuracy: 0.980295
Time: 028781s	Train Epoch: 05 [089600/235930] (38%)	Loss: 197.211387	Cross Entropy: 0.0589	ELBO: 197.1524	Accuracy: 0.980301
Time: 028796s	Train Epoch: 05 [090240/235930] (38%)	Loss: 195.813102	Cross Entropy: 0.0589	ELBO: 195.7542	Accuracy: 0.980308
Time: 028812s	Train Epoch: 05 [090880/235930] (39%)	Loss: 194.434514	Cross Entropy: 0.0589	ELBO: 194.3756	Accuracy: 0.980326
Time: 028828s	Train Epoch: 05 [091520/235930] (39%)	Loss: 193.075239	Cross Entropy: 0.0589	ELBO: 193.0164	Accuracy: 0.980354
Time: 028844s	Train Epoch: 05 [092160/235930] (39%)	Loss: 191.734873	Cross Entropy: 0.0589	ELBO: 191.6760	Accuracy: 0.980339
Time: 028860s	Train Epoch: 05 [092800/235930] (39%)	Loss: 190.413057	Cross Entropy: 0.0590	ELBO: 190.3541	Accuracy: 0.980323
Time: 028875s	Train Epoch: 05 [093440/235930] (40%)	Loss: 189.109249	Cross Entropy: 0.0590	ELBO: 189.0503	Accuracy: 0.980319
Time: 028891s	Train Epoch: 05 [094080/235930] (40%)	Loss: 187.823137	Cross Entropy: 0.0589	ELBO: 187.7642	Accuracy: 0.980357
Time: 028907s	Train Epoch: 05 [094720/235930] (40%)	Loss: 186.554476	Cross Entropy: 0.0589	ELBO: 186.4956	Accuracy: 0.980342
Time: 028923s	Train Epoch: 05 [095360/235930] (40%)	Loss: 185.302909	Cross Entropy: 0.0590	ELBO: 185.2439	Accuracy: 0.980317
Time: 028939s	Train Epoch: 05 [096000/235930] (41%)	Loss: 184.067912	Cross Entropy: 0.0590	ELBO: 184.0089	Accuracy: 0.980354
Time: 028955s	Train Epoch: 05 [096640/235930] (41%)	Loss: 182.849271	Cross Entropy: 0.0589	ELBO: 182.7903	Accuracy: 0.980360
Time: 028970s	Train Epoch: 05 [097280/235930] (41%)	Loss: 181.646766	Cross Entropy: 0.0590	ELBO: 181.5878	Accuracy: 0.980335
Time: 028986s	Train Epoch: 05 [097920/235930] (42%)	Loss: 180.459939	Cross Entropy: 0.0590	ELBO: 180.4009	Accuracy: 0.980321
Time: 029002s	Train Epoch: 05 [098560/235930] (42%)	Loss: 179.288674	Cross Entropy: 0.0592	ELBO: 179.2295	Accuracy: 0.980235
Time: 029018s	Train Epoch: 05 [099200/235930] (42%)	Loss: 178.132448	Cross Entropy: 0.0593	ELBO: 178.0732	Accuracy: 0.980242
Time: 029034s	Train Epoch: 05 [099840/235930] (42%)	Loss: 176.991007	Cross Entropy: 0.0593	ELBO: 176.9317	Accuracy: 0.980168
Time: 029050s	Train Epoch: 05 [100480/235930] (43%)	Loss: 175.864082	Cross Entropy: 0.0594	ELBO: 175.8047	Accuracy: 0.980175
Time: 029066s	Train Epoch: 05 [101120/235930] (43%)	Loss: 174.751420	Cross Entropy: 0.0594	ELBO: 174.6920	Accuracy: 0.980182
Time: 029081s	Train Epoch: 05 [101760/235930] (43%)	Loss: 173.652750	Cross Entropy: 0.0594	ELBO: 173.5933	Accuracy: 0.980199
Time: 029097s	Train Epoch: 05 [102400/235930] (43%)	Loss: 172.567764	Cross Entropy: 0.0594	ELBO: 172.5084	Accuracy: 0.980215
Time: 029113s	Train Epoch: 05 [103040/235930] (44%)	Loss: 171.496211	Cross Entropy: 0.0593	ELBO: 171.4369	Accuracy: 0.980250
Time: 029129s	Train Epoch: 05 [103680/235930] (44%)	Loss: 170.437954	Cross Entropy: 0.0593	ELBO: 170.3787	Accuracy: 0.980228
Time: 029145s	Train Epoch: 05 [104320/235930] (44%)	Loss: 169.392656	Cross Entropy: 0.0593	ELBO: 169.3334	Accuracy: 0.980243
Time: 029161s	Train Epoch: 05 [104960/235930] (44%)	Loss: 168.360222	Cross Entropy: 0.0594	ELBO: 168.3009	Accuracy: 0.980240
Time: 029176s	Train Epoch: 05 [105600/235930] (45%)	Loss: 167.340214	Cross Entropy: 0.0594	ELBO: 167.2809	Accuracy: 0.980227
Time: 029192s	Train Epoch: 05 [106240/235930] (45%)	Loss: 166.332599	Cross Entropy: 0.0595	ELBO: 166.2731	Accuracy: 0.980243
Time: 029208s	Train Epoch: 05 [106880/235930] (45%)	Loss: 165.337031	Cross Entropy: 0.0595	ELBO: 165.2775	Accuracy: 0.980202
Time: 029224s	Train Epoch: 05 [107520/235930] (46%)	Loss: 164.353146	Cross Entropy: 0.0594	ELBO: 164.2937	Accuracy: 0.980255
Time: 029240s	Train Epoch: 05 [108160/235930] (46%)	Loss: 163.380838	Cross Entropy: 0.0593	ELBO: 163.3215	Accuracy: 0.980325
Time: 029256s	Train Epoch: 05 [108800/235930] (46%)	Loss: 162.420042	Cross Entropy: 0.0592	ELBO: 162.3608	Accuracy: 0.980340
Time: 029272s	Train Epoch: 05 [109440/235930] (46%)	Loss: 161.470557	Cross Entropy: 0.0592	ELBO: 161.4114	Accuracy: 0.980336
Time: 029287s	Train Epoch: 05 [110080/235930] (47%)	Loss: 160.532142	Cross Entropy: 0.0592	ELBO: 160.4729	Accuracy: 0.980305
Time: 029303s	Train Epoch: 05 [110720/235930] (47%)	Loss: 159.604462	Cross Entropy: 0.0591	ELBO: 159.5453	Accuracy: 0.980311
Time: 029319s	Train Epoch: 05 [111360/235930] (47%)	Loss: 158.687515	Cross Entropy: 0.0591	ELBO: 158.6284	Accuracy: 0.980298
Time: 029335s	Train Epoch: 05 [112000/235930] (47%)	Loss: 157.781035	Cross Entropy: 0.0591	ELBO: 157.7220	Accuracy: 0.980295
Time: 029351s	Train Epoch: 05 [112640/235930] (48%)	Loss: 156.884860	Cross Entropy: 0.0590	ELBO: 156.8258	Accuracy: 0.980282
Time: 029367s	Train Epoch: 05 [113280/235930] (48%)	Loss: 155.998915	Cross Entropy: 0.0591	ELBO: 155.9398	Accuracy: 0.980261
Time: 029382s	Train Epoch: 05 [113920/235930] (48%)	Loss: 155.122921	Cross Entropy: 0.0592	ELBO: 155.0637	Accuracy: 0.980258
Time: 029398s	Train Epoch: 05 [114560/235930] (49%)	Loss: 154.256766	Cross Entropy: 0.0593	ELBO: 154.1974	Accuracy: 0.980211
Time: 029414s	Train Epoch: 05 [115200/235930] (49%)	Loss: 153.399997	Cross Entropy: 0.0592	ELBO: 153.3408	Accuracy: 0.980226
Time: 029430s	Train Epoch: 05 [115840/235930] (49%)	Loss: 152.552843	Cross Entropy: 0.0592	ELBO: 152.4936	Accuracy: 0.980223
Time: 029446s	Train Epoch: 05 [116480/235930] (49%)	Loss: 151.714849	Cross Entropy: 0.0591	ELBO: 151.6557	Accuracy: 0.980271
Time: 029462s	Train Epoch: 05 [117120/235930] (50%)	Loss: 150.886111	Cross Entropy: 0.0591	ELBO: 150.8270	Accuracy: 0.980268
Time: 029477s	Train Epoch: 05 [117760/235930] (50%)	Loss: 150.066480	Cross Entropy: 0.0592	ELBO: 150.0073	Accuracy: 0.980231
Time: 029493s	Train Epoch: 05 [118400/235930] (50%)	Loss: 149.255655	Cross Entropy: 0.0592	ELBO: 149.1964	Accuracy: 0.980228
Time: 029509s	Train Epoch: 05 [119040/235930] (50%)	Loss: 148.453456	Cross Entropy: 0.0591	ELBO: 148.3943	Accuracy: 0.980225
Time: 029525s	Train Epoch: 05 [119680/235930] (51%)	Loss: 147.659786	Cross Entropy: 0.0590	ELBO: 147.6008	Accuracy: 0.980256
Time: 029541s	Train Epoch: 05 [120320/235930] (51%)	Loss: 146.874617	Cross Entropy: 0.0590	ELBO: 146.8156	Accuracy: 0.980244
Time: 029557s	Train Epoch: 05 [120960/235930] (51%)	Loss: 146.098034	Cross Entropy: 0.0592	ELBO: 146.0388	Accuracy: 0.980208
Time: 029573s	Train Epoch: 05 [121600/235930] (52%)	Loss: 145.329235	Cross Entropy: 0.0590	ELBO: 145.2702	Accuracy: 0.980263
Time: 029588s	Train Epoch: 05 [122240/235930] (52%)	Loss: 144.568616	Cross Entropy: 0.0590	ELBO: 144.5096	Accuracy: 0.980277
Time: 029604s	Train Epoch: 05 [122880/235930] (52%)	Loss: 143.816107	Cross Entropy: 0.0591	ELBO: 143.7570	Accuracy: 0.980225
Time: 029620s	Train Epoch: 05 [123520/235930] (52%)	Loss: 143.071278	Cross Entropy: 0.0591	ELBO: 143.0121	Accuracy: 0.980214
Time: 029636s	Train Epoch: 05 [124160/235930] (53%)	Loss: 142.334113	Cross Entropy: 0.0592	ELBO: 142.2750	Accuracy: 0.980211
Time: 029652s	Train Epoch: 05 [124800/235930] (53%)	Loss: 141.604536	Cross Entropy: 0.0592	ELBO: 141.5453	Accuracy: 0.980176
Time: 029668s	Train Epoch: 05 [125440/235930] (53%)	Loss: 140.882328	Cross Entropy: 0.0592	ELBO: 140.8232	Accuracy: 0.980190
Time: 029683s	Train Epoch: 05 [126080/235930] (53%)	Loss: 140.167476	Cross Entropy: 0.0591	ELBO: 140.1083	Accuracy: 0.980219
Time: 029699s	Train Epoch: 05 [126720/235930] (54%)	Loss: 139.459837	Cross Entropy: 0.0591	ELBO: 139.4007	Accuracy: 0.980240
Time: 029715s	Train Epoch: 05 [127360/235930] (54%)	Loss: 138.759286	Cross Entropy: 0.0591	ELBO: 138.7002	Accuracy: 0.980245
Time: 029731s	Train Epoch: 05 [128000/235930] (54%)	Loss: 138.065653	Cross Entropy: 0.0589	ELBO: 138.0067	Accuracy: 0.980289
Time: 029747s	Train Epoch: 05 [128640/235930] (55%)	Loss: 137.379083	Cross Entropy: 0.0590	ELBO: 137.3201	Accuracy: 0.980271
Time: 029763s	Train Epoch: 05 [129280/235930] (55%)	Loss: 136.699257	Cross Entropy: 0.0589	ELBO: 136.6403	Accuracy: 0.980291
Time: 029778s	Train Epoch: 05 [129920/235930] (55%)	Loss: 136.026055	Cross Entropy: 0.0589	ELBO: 135.9672	Accuracy: 0.980303
Time: 029794s	Train Epoch: 05 [130560/235930] (55%)	Loss: 135.359533	Cross Entropy: 0.0588	ELBO: 135.3007	Accuracy: 0.980308
Time: 029810s	Train Epoch: 05 [131200/235930] (56%)	Loss: 134.699431	Cross Entropy: 0.0587	ELBO: 134.6407	Accuracy: 0.980343
Time: 029826s	Train Epoch: 05 [131840/235930] (56%)	Loss: 134.045831	Cross Entropy: 0.0587	ELBO: 133.9871	Accuracy: 0.980340
Time: 029842s	Train Epoch: 05 [132480/235930] (56%)	Loss: 133.398557	Cross Entropy: 0.0587	ELBO: 133.3398	Accuracy: 0.980322
Time: 029858s	Train Epoch: 05 [133120/235930] (56%)	Loss: 132.757504	Cross Entropy: 0.0587	ELBO: 132.6988	Accuracy: 0.980311
Time: 029873s	Train Epoch: 05 [133760/235930] (57%)	Loss: 132.122483	Cross Entropy: 0.0586	ELBO: 132.0638	Accuracy: 0.980353
Time: 029889s	Train Epoch: 05 [134400/235930] (57%)	Loss: 131.493682	Cross Entropy: 0.0587	ELBO: 131.4350	Accuracy: 0.980313
Time: 029905s	Train Epoch: 05 [135040/235930] (57%)	Loss: 130.870786	Cross Entropy: 0.0587	ELBO: 130.8120	Accuracy: 0.980310
Time: 029921s	Train Epoch: 05 [135680/235930] (58%)	Loss: 130.253809	Cross Entropy: 0.0588	ELBO: 130.1950	Accuracy: 0.980270
Time: 029937s	Train Epoch: 05 [136320/235930] (58%)	Loss: 129.642511	Cross Entropy: 0.0587	ELBO: 129.5838	Accuracy: 0.980282
Time: 029953s	Train Epoch: 05 [136960/235930] (58%)	Loss: 129.036976	Cross Entropy: 0.0587	ELBO: 128.9782	Accuracy: 0.980279
Time: 029969s	Train Epoch: 05 [137600/235930] (58%)	Loss: 128.437028	Cross Entropy: 0.0587	ELBO: 128.3783	Accuracy: 0.980291
Time: 029984s	Train Epoch: 05 [138240/235930] (59%)	Loss: 127.842644	Cross Entropy: 0.0587	ELBO: 127.7840	Accuracy: 0.980288
Time: 030000s	Train Epoch: 05 [138880/235930] (59%)	Loss: 127.253674	Cross Entropy: 0.0585	ELBO: 127.1951	Accuracy: 0.980336
Time: 030016s	Train Epoch: 05 [139520/235930] (59%)	Loss: 126.670279	Cross Entropy: 0.0586	ELBO: 126.6117	Accuracy: 0.980290
Time: 030032s	Train Epoch: 05 [140160/235930] (59%)	Loss: 126.092113	Cross Entropy: 0.0586	ELBO: 126.0335	Accuracy: 0.980265
Time: 030048s	Train Epoch: 05 [140800/235930] (60%)	Loss: 125.519259	Cross Entropy: 0.0586	ELBO: 125.4606	Accuracy: 0.980220
Time: 030064s	Train Epoch: 05 [141440/235930] (60%)	Loss: 124.951576	Cross Entropy: 0.0586	ELBO: 124.8929	Accuracy: 0.980218
Time: 030079s	Train Epoch: 05 [142080/235930] (60%)	Loss: 124.388997	Cross Entropy: 0.0586	ELBO: 124.3304	Accuracy: 0.980187
Time: 030095s	Train Epoch: 05 [142720/235930] (60%)	Loss: 123.831381	Cross Entropy: 0.0585	ELBO: 123.7728	Accuracy: 0.980213
Time: 030111s	Train Epoch: 05 [143360/235930] (61%)	Loss: 123.278784	Cross Entropy: 0.0585	ELBO: 123.2203	Accuracy: 0.980225
Time: 030127s	Train Epoch: 05 [144000/235930] (61%)	Loss: 122.731041	Cross Entropy: 0.0584	ELBO: 122.6726	Accuracy: 0.980271
Time: 030143s	Train Epoch: 05 [144640/235930] (61%)	Loss: 122.188188	Cross Entropy: 0.0584	ELBO: 122.1298	Accuracy: 0.980282
Time: 030159s	Train Epoch: 05 [145280/235930] (62%)	Loss: 121.650049	Cross Entropy: 0.0582	ELBO: 121.5918	Accuracy: 0.980328
Time: 030175s	Train Epoch: 05 [145920/235930] (62%)	Loss: 121.116731	Cross Entropy: 0.0582	ELBO: 121.0585	Accuracy: 0.980325
Time: 030190s	Train Epoch: 05 [146560/235930] (62%)	Loss: 120.588212	Cross Entropy: 0.0583	ELBO: 120.5299	Accuracy: 0.980288
Time: 030206s	Train Epoch: 05 [147200/235930] (62%)	Loss: 120.064198	Cross Entropy: 0.0584	ELBO: 120.0058	Accuracy: 0.980299
Time: 030222s	Train Epoch: 05 [147840/235930] (63%)	Loss: 119.544671	Cross Entropy: 0.0583	ELBO: 119.4863	Accuracy: 0.980310
Time: 030238s	Train Epoch: 05 [148480/235930] (63%)	Loss: 119.029597	Cross Entropy: 0.0583	ELBO: 118.9713	Accuracy: 0.980314
Time: 030254s	Train Epoch: 05 [149120/235930] (63%)	Loss: 118.518906	Cross Entropy: 0.0582	ELBO: 118.4607	Accuracy: 0.980331
Time: 030270s	Train Epoch: 05 [149760/235930] (63%)	Loss: 118.012617	Cross Entropy: 0.0582	ELBO: 117.9545	Accuracy: 0.980342
Time: 030286s	Train Epoch: 05 [150400/235930] (64%)	Loss: 117.510685	Cross Entropy: 0.0582	ELBO: 117.4525	Accuracy: 0.980346
Time: 030301s	Train Epoch: 05 [151040/235930] (64%)	Loss: 117.012959	Cross Entropy: 0.0581	ELBO: 116.9548	Accuracy: 0.980363
Time: 030317s	Train Epoch: 05 [151680/235930] (64%)	Loss: 116.519524	Cross Entropy: 0.0582	ELBO: 116.4614	Accuracy: 0.980360
Time: 030333s	Train Epoch: 05 [152320/235930] (65%)	Loss: 116.030098	Cross Entropy: 0.0581	ELBO: 115.9720	Accuracy: 0.980410
Time: 030349s	Train Epoch: 05 [152960/235930] (65%)	Loss: 115.544809	Cross Entropy: 0.0580	ELBO: 115.4868	Accuracy: 0.980413
Time: 030365s	Train Epoch: 05 [153600/235930] (65%)	Loss: 115.063563	Cross Entropy: 0.0580	ELBO: 115.0056	Accuracy: 0.980423
Time: 030381s	Train Epoch: 05 [154240/235930] (65%)	Loss: 114.586315	Cross Entropy: 0.0579	ELBO: 114.5284	Accuracy: 0.980427
Time: 030397s	Train Epoch: 05 [154880/235930] (66%)	Loss: 114.113028	Cross Entropy: 0.0579	ELBO: 114.0551	Accuracy: 0.980456
Time: 030412s	Train Epoch: 05 [155520/235930] (66%)	Loss: 113.643636	Cross Entropy: 0.0579	ELBO: 113.5858	Accuracy: 0.980459
Time: 030428s	Train Epoch: 05 [156160/235930] (66%)	Loss: 113.178203	Cross Entropy: 0.0579	ELBO: 113.1203	Accuracy: 0.980443
Time: 030444s	Train Epoch: 05 [156800/235930] (66%)	Loss: 112.716494	Cross Entropy: 0.0580	ELBO: 112.6585	Accuracy: 0.980440
Time: 030460s	Train Epoch: 05 [157440/235930] (67%)	Loss: 112.258512	Cross Entropy: 0.0579	ELBO: 112.2006	Accuracy: 0.980424
Time: 030476s	Train Epoch: 05 [158080/235930] (67%)	Loss: 111.804299	Cross Entropy: 0.0580	ELBO: 111.7463	Accuracy: 0.980428
Time: 030492s	Train Epoch: 05 [158720/235930] (67%)	Loss: 111.353650	Cross Entropy: 0.0579	ELBO: 111.2957	Accuracy: 0.980444
Time: 030508s	Train Epoch: 05 [159360/235930] (68%)	Loss: 110.906682	Cross Entropy: 0.0579	ELBO: 110.8488	Accuracy: 0.980453
Time: 030523s	Train Epoch: 05 [160000/235930] (68%)	Loss: 110.463331	Cross Entropy: 0.0580	ELBO: 110.4054	Accuracy: 0.980450
Time: 030539s	Train Epoch: 05 [160640/235930] (68%)	Loss: 110.023496	Cross Entropy: 0.0580	ELBO: 109.9655	Accuracy: 0.980459
Time: 030555s	Train Epoch: 05 [161280/235930] (68%)	Loss: 109.587107	Cross Entropy: 0.0580	ELBO: 109.5291	Accuracy: 0.980469
Time: 030571s	Train Epoch: 05 [161920/235930] (69%)	Loss: 109.154181	Cross Entropy: 0.0580	ELBO: 109.0962	Accuracy: 0.980466
Time: 030587s	Train Epoch: 05 [162560/235930] (69%)	Loss: 108.724736	Cross Entropy: 0.0580	ELBO: 108.6667	Accuracy: 0.980450
Time: 030603s	Train Epoch: 05 [163200/235930] (69%)	Loss: 108.298619	Cross Entropy: 0.0581	ELBO: 108.2406	Accuracy: 0.980411
Time: 030618s	Train Epoch: 05 [163840/235930] (69%)	Loss: 107.875824	Cross Entropy: 0.0581	ELBO: 107.8177	Accuracy: 0.980420
Time: 030634s	Train Epoch: 05 [164480/235930] (70%)	Loss: 107.456401	Cross Entropy: 0.0582	ELBO: 107.3982	Accuracy: 0.980393
Time: 030650s	Train Epoch: 05 [165120/235930] (70%)	Loss: 107.040092	Cross Entropy: 0.0581	ELBO: 106.9819	Accuracy: 0.980414
Time: 030666s	Train Epoch: 05 [165760/235930] (70%)	Loss: 106.627039	Cross Entropy: 0.0581	ELBO: 106.5689	Accuracy: 0.980399
Time: 030682s	Train Epoch: 05 [166400/235930] (71%)	Loss: 106.217146	Cross Entropy: 0.0581	ELBO: 106.1590	Accuracy: 0.980391
Time: 030698s	Train Epoch: 05 [167040/235930] (71%)	Loss: 105.810363	Cross Entropy: 0.0581	ELBO: 105.7523	Accuracy: 0.980400
Time: 030714s	Train Epoch: 05 [167680/235930] (71%)	Loss: 105.406824	Cross Entropy: 0.0582	ELBO: 105.3486	Accuracy: 0.980373
Time: 030730s	Train Epoch: 05 [168320/235930] (71%)	Loss: 105.006286	Cross Entropy: 0.0582	ELBO: 104.9481	Accuracy: 0.980353
Time: 030746s	Train Epoch: 05 [168960/235930] (72%)	Loss: 104.608787	Cross Entropy: 0.0582	ELBO: 104.5505	Accuracy: 0.980333
Time: 030761s	Train Epoch: 05 [169600/235930] (72%)	Loss: 104.214290	Cross Entropy: 0.0583	ELBO: 104.1560	Accuracy: 0.980312
Time: 030777s	Train Epoch: 05 [170240/235930] (72%)	Loss: 103.822718	Cross Entropy: 0.0583	ELBO: 103.7644	Accuracy: 0.980310
Time: 030793s	Train Epoch: 05 [170880/235930] (72%)	Loss: 103.434076	Cross Entropy: 0.0583	ELBO: 103.3758	Accuracy: 0.980331
Time: 030809s	Train Epoch: 05 [171520/235930] (73%)	Loss: 103.048449	Cross Entropy: 0.0584	ELBO: 102.9901	Accuracy: 0.980300
Time: 030825s	Train Epoch: 05 [172160/235930] (73%)	Loss: 102.665652	Cross Entropy: 0.0584	ELBO: 102.6072	Accuracy: 0.980268
Time: 030841s	Train Epoch: 05 [172800/235930] (73%)	Loss: 102.285590	Cross Entropy: 0.0584	ELBO: 102.2272	Accuracy: 0.980272
Time: 030857s	Train Epoch: 05 [173440/235930] (74%)	Loss: 101.908363	Cross Entropy: 0.0584	ELBO: 101.8500	Accuracy: 0.980299
Time: 030872s	Train Epoch: 05 [174080/235930] (74%)	Loss: 101.533930	Cross Entropy: 0.0584	ELBO: 101.4755	Accuracy: 0.980285
Time: 030888s	Train Epoch: 05 [174720/235930] (74%)	Loss: 101.162129	Cross Entropy: 0.0583	ELBO: 101.1038	Accuracy: 0.980340
Time: 030904s	Train Epoch: 05 [175360/235930] (74%)	Loss: 100.793195	Cross Entropy: 0.0584	ELBO: 100.7348	Accuracy: 0.980309
Time: 030920s	Train Epoch: 05 [176000/235930] (75%)	Loss: 100.426849	Cross Entropy: 0.0583	ELBO: 100.3685	Accuracy: 0.980301
Time: 030936s	Train Epoch: 05 [176640/235930] (75%)	Loss: 100.063147	Cross Entropy: 0.0583	ELBO: 100.0049	Accuracy: 0.980327
Time: 030952s	Train Epoch: 05 [177280/235930] (75%)	Loss: 99.702136	Cross Entropy: 0.0583	ELBO: 99.6438	Accuracy: 0.980331
Time: 030967s	Train Epoch: 05 [177920/235930] (75%)	Loss: 99.343720	Cross Entropy: 0.0583	ELBO: 99.2854	Accuracy: 0.980323
Time: 030983s	Train Epoch: 05 [178560/235930] (76%)	Loss: 98.987783	Cross Entropy: 0.0582	ELBO: 98.9295	Accuracy: 0.980343
Time: 030999s	Train Epoch: 05 [179200/235930] (76%)	Loss: 98.634415	Cross Entropy: 0.0582	ELBO: 98.5762	Accuracy: 0.980363
Time: 031015s	Train Epoch: 05 [179840/235930] (76%)	Loss: 98.283584	Cross Entropy: 0.0582	ELBO: 98.2254	Accuracy: 0.980349
Time: 031031s	Train Epoch: 05 [180480/235930] (76%)	Loss: 97.935256	Cross Entropy: 0.0582	ELBO: 97.8771	Accuracy: 0.980363
Time: 031047s	Train Epoch: 05 [181120/235930] (77%)	Loss: 97.589348	Cross Entropy: 0.0581	ELBO: 97.5312	Accuracy: 0.980361
Time: 031063s	Train Epoch: 05 [181760/235930] (77%)	Loss: 97.245936	Cross Entropy: 0.0581	ELBO: 97.1878	Accuracy: 0.980364
Time: 031078s	Train Epoch: 05 [182400/235930] (77%)	Loss: 96.905043	Cross Entropy: 0.0582	ELBO: 96.8468	Accuracy: 0.980323
Time: 031094s	Train Epoch: 05 [183040/235930] (78%)	Loss: 96.566363	Cross Entropy: 0.0582	ELBO: 96.5082	Accuracy: 0.980332
Time: 031110s	Train Epoch: 05 [183680/235930] (78%)	Loss: 96.230189	Cross Entropy: 0.0583	ELBO: 96.1719	Accuracy: 0.980303
Time: 031126s	Train Epoch: 05 [184320/235930] (78%)	Loss: 95.896286	Cross Entropy: 0.0583	ELBO: 95.8380	Accuracy: 0.980295
Time: 031142s	Train Epoch: 05 [184960/235930] (78%)	Loss: 95.564642	Cross Entropy: 0.0583	ELBO: 95.5064	Accuracy: 0.980298
Time: 031158s	Train Epoch: 05 [185600/235930] (79%)	Loss: 95.235329	Cross Entropy: 0.0583	ELBO: 95.1770	Accuracy: 0.980264
Time: 031173s	Train Epoch: 05 [186240/235930] (79%)	Loss: 94.908218	Cross Entropy: 0.0582	ELBO: 94.8500	Accuracy: 0.980278
Time: 031189s	Train Epoch: 05 [186880/235930] (79%)	Loss: 94.583427	Cross Entropy: 0.0583	ELBO: 94.5251	Accuracy: 0.980255
Time: 031205s	Train Epoch: 05 [187520/235930] (79%)	Loss: 94.260813	Cross Entropy: 0.0583	ELBO: 94.2025	Accuracy: 0.980269
Time: 031221s	Train Epoch: 05 [188160/235930] (80%)	Loss: 93.940416	Cross Entropy: 0.0583	ELBO: 93.8821	Accuracy: 0.980272
Time: 031237s	Train Epoch: 05 [188800/235930] (80%)	Loss: 93.622143	Cross Entropy: 0.0583	ELBO: 93.5639	Accuracy: 0.980265
Time: 031253s	Train Epoch: 05 [189440/235930] (80%)	Loss: 93.306069	Cross Entropy: 0.0583	ELBO: 93.2478	Accuracy: 0.980247
Time: 031268s	Train Epoch: 05 [190080/235930] (81%)	Loss: 92.992097	Cross Entropy: 0.0583	ELBO: 92.9338	Accuracy: 0.980256
Time: 031284s	Train Epoch: 05 [190720/235930] (81%)	Loss: 92.680287	Cross Entropy: 0.0583	ELBO: 92.6220	Accuracy: 0.980238
Time: 031300s	Train Epoch: 05 [191360/235930] (81%)	Loss: 92.370473	Cross Entropy: 0.0583	ELBO: 92.3122	Accuracy: 0.980247
Time: 031316s	Train Epoch: 05 [192000/235930] (81%)	Loss: 92.062774	Cross Entropy: 0.0583	ELBO: 92.0045	Accuracy: 0.980219
Time: 031332s	Train Epoch: 05 [192640/235930] (82%)	Loss: 91.757126	Cross Entropy: 0.0583	ELBO: 91.6988	Accuracy: 0.980201
